id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;w4;pos1;pos2;pos3;pos4;lemma1;lemma2;lemma3;lemma4;comments;full fragment;source words;source fragment
14717;ovt;target;yes;yes;Hoorde;;;;verbpastsg;;;;horen;;;;;Hoorde je die schotten breken ?;avez entendu;Vous les avez entendu éclater ?
14718;vtt;target;yes;yes;heb;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;Ik heb besloten u te verheffen tot Lord Burghley zodat u rustig van uw pensioen kunt genieten .;ai décidé;J' ai décidé de vous faire Lord Burghley .
14719;ott;target;yes;yes;hebben;;;;verbprespl;;;;hebben;;;;;En daar hebben we wat spulletjes voor .;ai apporté;J' ai donc apporté quelques outils .
14720;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Die is dood .;est mort;Il est mort .
14722;vtt;target;yes;yes;gepleegd;heb;;;verbpapa;verbpressg;;;plegen;hebben;;;;Omdat ik geen misdaden gepleegd heb .;ai commis;Parce que je n' en ai commis aucun .
14723;other;target;yes;yes;heeft;bemind;;;verbpressg;adj;;;hebben;bemind;;;;De koning heeft haar al maanden niet bemind .;a partagé;Le roi n' a pas partagé sa couche depuis des mois .
14725;ovt;target;yes;yes;zwommen;;;;verbpastpl;;;;zwemmen;;;;;Overlevenden sprongen van boord en zwommen naar de U-96 .;A nagé;"A nagé vers U-96 . """
14731;ott;target;yes;yes;preken;;;;verbprespl;;;;preken;;;;;Dan preken ze ook tegen hun koningin .;ont prêché;Alors , ils ont prêché contre leur reine .
14734;other;target;yes;yes;zorgen;;;;verbinf;;;;zorgen;;;;;Teruggekeerd uit ballingschap en hij gaat persoonlijk voor u zorgen .;ai chargé;Il revient d' exil et je l' ai chargé de veiller sur votre personne .
14736;vtt;target;yes;yes;heeft;opgepakt;;;verbpressg;verbpapa;;;hebben;oppakken;;;;Waarom heeft niemand ze nog opgepakt ?;ont-ils été arrêtés;Et pourquoi n' ont-ils pas été arrêtés ?
14738;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Mevrouw , Ofelia is terug .;a retrouvé;Madame , on a retrouvé la petite .
14739;vtt;target;yes;yes;heeft;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Hij heeft veel voor ons gedaan .;a été;Si tu savais comme il a été bon pour nous .
14746;ovt;target;yes;yes;merkten;;;;verbpastpl;;;;merken;;;;;Rond acht uur merkten we beweging op in het noordwesten .;a détecté;A 20 heures on a détecté une certaine activité dans la zone Nord Ouest .
14753;ott;target;yes;yes;rennen;;;;verbprespl;;;;rennen;;;;;"Dus wij rennen naar binnen .
Die kutwouten achter ons aan .";a couru;On a couru à l' intérieur car les flics étaient derrière nous .
14759;vtt;target;yes;yes;zijn;begonnen;;;verbprespl;verbpapa;;;zijn;beginnen;;;;Overal zijn mensen begonnen met de geleden schade te herstellen .;sont retournés;Les gens sont retournés à leur vie , et font face aux dommages .
14771;other;target;yes;yes;geneukt;;;;verbpapa;;;;neuken;;;;;Nie geneukt in ieder geval .;ai baisé;J' ai pas baisé . ça c' est sûr .
14772;other;target;yes;yes;Bent;vergeten;;;verbpressg;verbinf;;;zijn;vergeten;;;;Bent u het nu al vergeten ?;Avez-vous oublié;Avez-vous oublié ?
14774;vtt;target;yes;yes;heeft;uitgebreid;;;verbpressg;verbpapa;;;hebben;uitbreiden;;;;Maria van Guise heeft haar leger uitgebreid tot vierduizend man .;a augmenté;Marie de Guise a augmenté ses troupes de 4 000 hommes .
14775;vtt;target;yes;yes;Hebben;afgesloten;;;verbprespl;verbpapa;;;hebben;afsluiten;;;;Hebben ze nou godverdomme ook nog da water afgesloten ?;ont coupé;Ils ont aussi coupé l' eau bordel !
14776;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Ze is de dochter van Anna Boleyn .;est née;Elle est née de cette putain , Anne Boleyn !
14779;vtt;target;yes;yes;hebben;gepakt;;;verbprespl;verbpapa;;;hebben;pakken;;;;Die hebben we flink gepakt .;a écrasés;On les a écrasés .
14790;vtt;target;yes;yes;Heb;gemist;;;verbpressg;verbpapa;;;hebben;missen|misten;;;;Heb ik godverdomme net ' n goei stukske gemist .;as ruiné;T' as ruiné ...
14796;vtt;target;yes;yes;is;overleden;;;verbpressg;verbpapa;;;zijn;overlijden;;;;Uw vrouw is overleden .;est morte;Votre femme est morte .
14800;vtt;target;yes;yes;heeft;gelaten;;;verbpressg;verbpapa;;;hebben;laten;;;;Hij heeft jou niet voor niks in de steek gelaten , hè .;as abandonné;C' est pour ça qu' il t' as abandonné .
14801;ott;target;yes;yes;zegt;;;;verbpressg;;;;zeggen;;;;;Wat zegt u , Mevrouw ?;avez-vous dit;Qu' avez-vous dit ?
14830;other;target;yes;yes;bent;vergeten;;;verbpressg;verbinf;;;zijn;vergeten;;;;Hé Henk , je bent menne kipknotsen vergeten , jonguh .;as oublié;T' as oublié mon poulet frit !
14834;ovt;target;yes;yes;zou;;;;verbpastsg;;;;zullen;;;;;Je zou naar me luisteren .;avez promis;Vous avez promis d' obéir !
14837;ott;target;yes;yes;mis;;;;verbpressg;;;;missen;;;;;Helemaal mis .;ont raté;Ils m' ont raté !
14839;vtt;target;yes;yes;heb;gekregen;;;verbpressg;verbpapa;;;hebben;krijgen;;;;Deze ... ... jas heb ik gekregen van Goebbels .;a donné;Goebbels m' a donné cette veste .
14841;ott;target;yes;yes;Zegt;;;;verbpressg;;;;zeggen;;;;;"Zegt ie :
Waar is mijn geld ?";a demandé;Il a demandé où était son argent .
14844;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;U was de machtigste man van Engeland en had nog machtiger kunnen worden maar u was te laf om trouw te zijn .;avez eu;Mais vous n' avez pas eu le courage d' être fidèle .
14845;other;target;yes;yes;ga;oplossen;;;verbpressg;verbinf;;;gaan;oplossen;;;;Ik ga alles oplossen .;ai trouvé;J' ai trouvé une solution à nos problèmes .
14853;ovt;target;yes;yes;sprongen;;;;verbpastpl;;;;springen;;;;;De brandweerman en ik sprongen er net op tijd uit , maar kijk die lading .;avons sauté;Le chauffeur et moi , nous avons sauté à temps mais regardez moi ce désastre .
14866;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;De koningin is dood .;est morte;La reine est morte !
14868;vtt;target;yes;yes;heeft;gewonnen;;;verbpressg;verbpapa;;;hebben;winnen;;;;Hare Majesteit heeft de stemming gewonnen .;a eu;Sa Majesté a eu gain de cause .
14878;vtt;target;yes;yes;zijn;gemeld;;;verbprespl;verbpapa;;;zijn;melden;;;;Er zijn incidenten gemeld vanuit Den Bosch , Eindhoven Schijndel , Breda en zelfs vanuit Budel .;ont été signalés;Des incidents ont été signalés à Den Bosch , Eindhoven , Schijndel , Breda Et même Budel .
14879;ott;target;yes;yes;moeten;;;;verbprespl;;;;moeten;;;;;- We moeten twee lagers vervangen .;ont dû;- Des positions ont dû être changées .
14880;vtt;target;yes;yes;hebben;uitgeroepen;;;verbprespl;verbpapa;;;hebben;uitroepen;;;;We hebben ' n noodtoestand uitgeroepen .;haben ausgerufen;Wir haben den Notstand ausgerufen .
14881;ovt;target;yes;yes;vroegen;;;;verbpastpl;;;;vragen;;;;;Wij vroegen ons af of wij jullie wat vraagjes mogen stellen .;haben gefragt;Wir haben uns gefragt , ob wir euch ein paar Fragen stellen dürfen .
14882;vtt;target;yes;yes;heb;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;Uit betrouwbare bron heb ik vernomen dat het geen fout van België is .;habe erfahren;Aus zuverlässiger Quelle habe ich erfahren , dass es kein Fehler von Belgien ist .
14883;vtt;target;yes;yes;heeft;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;De brandweer heeft besloten om nie door te blussen en ' t huis af te laten branden .;ont dû;Après avoir tenté d' éteindre le feu , les pompiers ont dû laisser la maison brûler .
14885;other;target;yes;yes;is;gelukt;;;verbpressg;verbpressg;;;zijn;gelukken;;;;We hebben er wel alles aan gedaan , maar het is helaas niet gelukt .;ist geglückt;Wir haben da schon alles dran unternommen , aber es ist leider nicht geglückt .
14887;vtt;target;yes;yes;ben;ontslagen;;;verbpressg;verbpapa;;;zijn;ontslaan;;;;En nou ben ik ontslagen omdat ik m ' n hond had meegenomen naar m ' n werk .;bin entlassen;Und jetzt bin ich entlassen , weil ich meine Hund mitgenommen hab zur Arbeit .
14888;vtt;target;yes;yes;bent;ontslagen;;;verbpressg;verbpapa;;;zijn;ontslaan;;;;Ge bent ontslagen , kut .;bist entlassen;Du bist entlassen , Fotze .
14889;other;target;yes;yes;bent;vergeten;;;verbpressg;verbinf;;;zijn;vergeten;;;;Hé Henk , je bent menne kipknotsen vergeten , jonguh .;hast vergessen;Du hast meine Hühnerkeulen vergessen , Junge .
14890;vvt;target;yes;yes;had;besteld;;;verbpastsg;verbpapa;;;hebben;bestellen;;;;Gij had niks besteld .;hast bestellt;- Du hast nix bestellt .
14891;vtt;target;yes;yes;ben;ontslagen;;;verbpressg;verbpapa;;;zijn;ontslaan;;;;Ik ben ook ontslagen omdat het crisis is .;bin entlassen;Ich bin auch entlassen weil die Krise ist .
14892;vtt;target;yes;yes;is;verboden;;;verbpressg;verbpapa;;;zijn;verbieden;;;;Dat is verboden volgens de plaatselijke APV .;ist verboten;Das ist gemäß der örtlichen Verordnung verboten .
14895;ovt;target;yes;yes;deed;;;;verbpastsg;;;;doen;;;;;Wie deed dat ?;a fait;Qui a fait ça ?
14896;other;target;yes;yes;heb;proberen;;;verbpressg;verbprespl;;;hebben;proberen;;;;Ik heb proberen uit te leggen dat het een incident is .;habe probiert;Ich habe probiert zu erklären , dass es ein Zwischenfall ist .
14897;vtt;target;yes;yes;heb;gehad;;;verbpressg;verbpapa;;;hebben;hebben;;;;Ik heb ' n ongelukje gehad .;a eu;- Il y a eu un accident .
14898;vtt;target;yes;yes;zijn;begonnen;;;verbprespl;verbpapa;;;zijn;beginnen;;;;Overal zijn mensen begonnen met de geleden schade te herstellen .;haben begonnen;Überall haben die Menschen damit begonnen , den erlittenen Schaden zu reparieren .
14899;vtt;target;yes;yes;bent;ontslagen;;;verbpressg;verbpapa;;;zijn;ontslaan;;;;Nee , ge bent TOCH ontslagen .;bist entlassen;Ne , du bist doch entlassen .
14900;vvt;target;yes;yes;had;gevraagd;;;verbpastsg;verbpapa;;;hebben;vragen;;;;Nu hebben ze ook nog eens al onze uitkeringen stopgezet omdat Ries iets meer geld had gevraagd .;gefordert hat;Jetzt haben sie auch noch alle unsre Sozialhilfen eingestellt weil Ries etwas mehr Geld gefordert hat .
14901;vtt;target;yes;yes;is;gepakt;;;verbpressg;verbpapa;;;zijn;pakken;;;;De dader is inderdaad nog nie gepakt .;ist gefasst;Der Täter ist in der Tat noch nicht gefasst .
14903;vtt;target;yes;yes;heeft;opgepakt;;;verbpressg;verbpapa;;;hebben;oppakken;;;;Waarom heeft niemand ze nog opgepakt ?;hat festgenommen;Warum hat sie noch niemand festgenommen ?
14904;vtt;target;yes;yes;hebben;gekregen;;;verbprespl;verbpapa;;;hebben;krijgen;;;;De rust is wedergekeerd nadat de aanstichters van de rellen een werkstraf hebben gekregen .;bekommen haben;Die Ruhe ist wieder eingekehrt nachdem die Urheber der Krawalle eine Arbeitsstrafe bekommen haben .
14905;other;target;yes;yes;Bende;;;;nounsg;;;;bende;;;;;Bende gij GEK ?;Bist verrückt;Bist du verrückt ?
14906;vtt;target;yes;yes;is;gepakt;;;verbpressg;verbpapa;;;zijn;pakken;;;;De dader is dus nog nie gepakt ?;ist gefasst;Der Täter ist also noch nicht gefasst ?
14907;vtt;target;yes;yes;heeft;gelaten;;;verbpressg;verbpapa;;;hebben;laten;;;;Hij heeft jou niet voor niks in de steek gelaten , hè .;hat gelassen;Er hat dich nicht umsonst im Stich gelassen , he .
14909;vtt;target;yes;yes;heeft;gekakt;;;verbpressg;verbpapa;;;hebben;kakken;;;;Wie heeft er in mijn cel gekakt ?;hat gekackt;Wer hat da in meine Zelle gekackt ?
14910;vtt;target;yes;yes;hebben;gedaan;;;verbprespl;verbpapa;;;hebben;doen;;;;Dat hebben ze godverdomme snel gedaan .;haben getan;Das haben sie verdammt schnell getan .
14911;ovt;target;yes;yes;zeiden;;;;verbpastpl;;;;zeggen;;;;;Ze zeiden dat het ' t bewijs van onze mannelijkheid was .;ont dit;Ils nous ont dit qu' on en sortirait des hommes .
14912;vtt;target;yes;yes;hebben;gedaan;;;verbprespl;verbpapa;;;hebben;doen;;;;We hebben er wel alles aan gedaan , maar het is helaas niet gelukt .;haben unternommen;Wir haben da schon alles dran unternommen , aber es ist leider nicht geglückt .
14913;ovt;target;yes;yes;naaide;;;;verbpastsg;;;;naaien;;;;;Dan naaide je er af en toe wa van die joden aan en dan kreede alles wa je van die moffen wilde .;hat genäht;Dann hat man da ab und zu was an die Juden genäht und dann kriegte man alles , was man von den Nazis wollte .
14915;other;target;yes;yes;zijn;vergeten;;;verbprespl;verbprespl;;;zijn;vergeten;;;;Hé , jullie zijn wat vergeten .;avez oublié;Vous avez oublié ça !
14916;vtt;target;yes;yes;heeft;geneukt;;;verbpressg;verbpapa;;;hebben;neuken;;;;Die nieuwe gast van d ' r heeft natuurlijk allang geneukt .;hat gefickt;Der neue Typ von ihr hat natürlich längst gefickt .
14917;vtt;target;yes;yes;Hebben;afgesloten;;;verbprespl;verbpapa;;;hebben;afsluiten;;;;Hebben ze nou godverdomme ook nog da water afgesloten ?;Haben abgestellt;Haben die jetzt auch noch das gottverdammte Wasser abgestellt ?
14918;other;target;yes;yes;bent;gaan;begraven;;verbpressg;verbinf;verbpapa;;zijn;gaan;begraven;;;Hé Ries , gij bent ' m toch gaan begraven en alles ?;bist begraben;He Ries , du bist den doch begraben gegangen und alles ?
14920;vtt;target;yes;yes;is;wedergekeerd;;;verbpressg;verbpapa;;;zijn;wederkeren;;;;De rust is wedergekeerd nadat de aanstichters van de rellen een werkstraf hebben gekregen .;ist eingekehrt;Die Ruhe ist wieder eingekehrt nachdem die Urheber der Krawalle eine Arbeitsstrafe bekommen haben .
14922;vtt;target;yes;yes;bent;ontslagen;;;verbpressg;verbpapa;;;zijn;ontslaan;;;;Gij bent ontslagen , met oewe kuthond .;bist gefeuert;Du bist gefeuert , mit deinem Kackhund .
14925;ott;target;yes;yes;ben;;;;verbpressg;;;;zijn;;;;;Nu ben ik ook nog mijn wijf en de kinderen kwijt omdat ik niet meer voor hun kan zorgen , snapte ?;bin verloren;Jetzt bin ich auch noch mein Weib und die Kinder verloren , weil ich nicht mehr für sie Sorgen kann , kapiert ?
14926;vtt;target;yes;yes;heeft;gefaald;;;verbpressg;verbpapa;;;hebben;falen;;;;U heeft gefaald .;avez échoué;Vous avez échoué .
14929;vtt;target;yes;yes;hebben;stopgezet;;;verbprespl;verbpapa;;;hebben;stopzetten;;;;Nu hebben ze ook nog eens al onze uitkeringen stopgezet omdat Ries iets meer geld had gevraagd .;haben eingestellt;Jetzt haben sie auch noch alle unsre Sozialhilfen eingestellt weil Ries etwas mehr Geld gefordert hat .
14930;vtt;target;yes;yes;heeft;gesloopt;;;verbpressg;verbpapa;;;hebben;slopen;;;;Hij heeft die hele schoffel gesloopt .;hat zerstört;- Er hat die ganze Hacke zerstört .
14934;vtt;target;yes;yes;zijn;gered;;;verbprespl;verbpapa;;;zijn;redden;;;;Waarom zijn die niet gered ?;ont-ils été sauvés;Pourquoi n' ont-ils pas été sauvés par leurs propres escorteurs ?
14940;other;target;yes;yes;zijn;;;;det__poss;;;;zijn;;;;;Hoezo zijn Barrie en Gerrie niet op de Citta ?;ont pris;Pourquoi Barrie et Gerrie n' ont pas pris le scooter ?
14941;ovt;target;yes;yes;had;;;;verbpastsg;;;;hebben;;;;;De stotteraar had het over een spion .;a parlé;Le bègue nous a parlé d' un informateur .
14942;vtt;target;yes;yes;heb;gekregen;;;verbpressg;verbpapa;;;hebben;krijgen;;;;Het is een magische wortel die ik van de faun heb gekregen .;a donnée;C' est le Faune qui me l' a donnée .
14949;ott;target;yes;yes;woont;;;;verbpressg;;;;wonen;;;;;Gij woont hier nu al drie maanden en wat hedde gij nou eigenlijk hier gedaan ?;as fait;T' as fait quoi durant les trois derniers mois où t' as vécu ici ?
14955;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Het budget voor deze film is er helemaal doorheen .;avons dépensé;Nous avons dépensé tout l' argent du budget .
14956;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;M ' n Manta is weg .;ai perdu;J' ai perdu mon Opel Manta .
14974;other;target;yes;yes;hebt;vermoord;;;verbpressg;verbpressg;;;hebben;vermoorden;;;;Je hebt hem vermoord .;avez tué;Vous l' avez tué , vous l' avez tué !
14979;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Kut , dat was in de camera .;est passé;Merde , c' est passé à la caméra .
14982;vtt;target;yes;yes;is;vergiftigd;;;verbpressg;verbpapa;;;zijn;vergiftigen;;;;Mijn echtgenoot is weg , ons kind is vergiftigd .;ont empoisonné;Ils ont empoisonné mon enfant .
14985;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;Waar zijn de verkenningsvliegtuigen , meneer Göring ?;sont passés;Et où sont passés nos avions de patrouille , Herr Göring ?
14987;vtt;target;yes;yes;Heb;verteld;;;verbpressg;verbpapa;;;hebben;vertellen;;;;Heb je het aan iemand verteld ?;as dit;Tu l' as dit à quelqu' un ?
14990;vtt;target;yes;yes;ben;omringd;;;verbpressg;verbpapa;;;zijn;omringen;;;;Ik ben omringd door de banden van de hel en ik voel de strop des doods .;ont ligotée;Les cordes de l' enfer m' ont ligotée et les tréfonds de la mort me submergent .
14995;ott;target;yes;yes;kent;;;;verbpressg;;;;kennen;;;;;Benijd de man die een dergelijke liefde niet kent .;a connu;Enviez un homme qui n' a jamais connu ça .
15001;other;target;yes;yes;hebt;tot;zinken;gebracht;verbpressg;prep;nounsg;verbpapa;hebben;tot;zinken;brengen;;Hoeveel schepen hebt u tot zinken gebracht ?;avez-vous coulé;Combien de navires ennemis avez-vous coulé ?
15003;vtt;target;yes;yes;heeft;gesloopt;;;verbpressg;verbpapa;;;hebben;slopen;;;;Hij heeft die hele schoffel gesloopt .;a ruiné;- Il a ruiné les outils .
15008;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;De dader is dus nog nie gepakt ?;a été;Je suppose qu' il n' a pas été arrêté ?
15010;vtt;target;yes;yes;heb;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;Ook al is mijn affectie voor u niet afgenomen ik heb na een lange interne strijd besloten mijn persoonlijke geluk op te offeren voor het volk .;ai décidé;Bien que mon affection pour vous reste intacte , j' ai décidé , après maints atermoiements , de sacrifier mon bonheur à celui de mon peuple .
15013;other;target;yes;yes;heb;verlost;;;verbpressg;verbpressg;;;hebben;verlossen;;;;Ik heb Engeland van haar vijanden verlost .;ai délivré;J' ai délivré l' Angleterre de ses ennemis .
15019;other;target;yes;yes;heb;getjoept;;;verbpressg;adj;;;hebben;getjoept;;;;Ik heb helemaal niemand getjoept .;ai volé;J' ai volé personne .
15020;ovt;target;yes;yes;Zeiden;;;;verbpastpl;;;;zeggen;;;;;Zeiden ze ' t niet zo ?;ont dit;N' est-ce pas ce qu' ils ont dit ?
15025;ovt;target;yes;yes;dienden;;;;verbpastpl;;;;dienen;;;;;Maar God weet dat al mijn adviezen ertoe dienden uw troon te waarborgen .;ont eu;Mais Dieu sait que mes conseils n' ont eu d' autre objet
15030;vtt;target;yes;yes;heeft;achtergelaten;;;verbpressg;verbpapa;;;hebben;achterlaten;;;;De politie heeft geen al te sterke indruk achtergelaten .;a fait;La police n' a pas fait forte impression .
15038;other;target;yes;yes;heeft;ontvangen;;;verbpressg;verbprespl;;;hebben;ontvangen;;;;U heeft aanmaningen van ons ontvangen waar wij geen reactie op hebben gehad .;avez répondu;Vous n' avez pas répondu à nos rappels de paiement .
15039;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Ik heb de sleutel .;ai apporté;J' ai apporté la clé .
15043;ovt;target;yes;yes;zei;;;;verbpastsg;;;;zeggen;;;;;Ik zei toch da ge hierheen moet komen , godverdomme .;ai dit;Je t' ai dit de venir ici , Bordel .
15050;ovt;target;yes;yes;maakten;;;;verbpastpl;;;;maken;;;;;Een hele ravage en ze maakten niet een wagon open .;ont ouvert;Ils n' ont pas ouvert un wagon .
15052;other;target;yes;yes;gesprongen;;;;verbpapa;;;;springen;;;;;- Peilglas gesprongen .;a lâché;- Un des ballasts a lâché !
15058;vtt;target;yes;yes;gedaan;heb;;;verbpapa;verbpressg;;;doen;hebben;;;;Ik ga niet bekennen wat ik niet gedaan heb .;ai commis;Je ne peux avouer ce que je n' ai pas commis .
15066;other;target;yes;yes;laten;;;;verbinf;;;;laten;;;;;"Wij Jody Bernal TOCH op laten treden .
Zodat wij het geld bij de entree konden jatten .";a laissé;On l' a laissé se produire , afin que nous puissions voler l' argent des billet vendus .
15069;vtt;target;yes;yes;hebben;gedaan;;;verbprespl;verbpapa;;;hebben;doen;;;;- We hebben ons best gedaan .;a fait;- On a fait ce qu' on pouvait .
15071;vtt;target;yes;yes;Ben;gevolgd;;;verbpressg;verbpapa;;;zijn;volgen;;;;Ben jij me gevolgd ?;as suivi;Tu m' as suivi jusqu' ici ?
15072;ovt;target;yes;yes;stierf;;;;verbpastsg;;;;sterven;;;;;Zeg hem hoe laat z ' n vader stierf .;est mort;Dites lui à quelle heure est mort son père .
15073;vtt;target;yes;yes;heb;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;Ik heb ' n elf gezien .;ai vu;- J' ai vu une fée .
15079;ovt;target;yes;yes;doorkwam;;;;verbpastsg;;;;doorkomen;;;;;Al sinds ' t radiobericht doorkwam , wist ie hoe gevaarlijk ' t was .;a reçu;Dès qu' il a reçu le message radio , il connaissait les risques .
15087;vtt;target;yes;yes;heeft;meegenomen;;;verbpressg;verbpapa;;;hebben;meenemen;;;;Hij heeft z ' n camera meegenomen .;a pris;Il a même pris son appareil photo .
15090;vtt;target;yes;yes;heeft;gehoord;;;verbpressg;verbpapa;;;hebben;horen;;;;Hij heeft gehoord van uw schoonheid .;a chanté;On lui a chanté votre beauté .
15102;vtt;target;yes;yes;bent;geworden;;;verbpressg;verbpapa;;;zijn;worden;;;;Maar eerst moeten we vaststellen of uw geest nog wel zuiver is , dat u niet sterfelijk bent geworden .;êtes devenue;Mais nous devons d' abord nous assurer que votre essence est intacte , et que vous n' êtes pas devenue mortelle .
15103;vtt;target;yes;yes;is;gezakt;;;verbpressg;verbpapa;;;zijn;zakken;;;;Haar temperatuur is gezakt .;a baissé;Sa fièvre a baissé .
15108;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Hé , die uitkering is binnen vandaag .;ai obtenu;J' ai obtenu mes allocs du chômage .
15110;vtt;target;yes;yes;heb;gevaren;;;verbpressg;verbpapa;;;hebben;varen;;;;Zoals ze over de zee glijden ... lk heb op ' n driemaster gevaren .;ai navigué;J' ai navigué une goélette .
15111;ott;target;yes;yes;hebben;;;;verbprespl;;;;hebben;;;;;We hebben al 14 dagen geen bestek , en met die zeegang en storm is ' t moeilijk rekenen .;a vu;Ça fait 14 jours qu' on n' a pas vu le soleil .
15112;ott;target;yes;yes;ondervindt;;;;verbpressg;;;;ondervinden;;;;;De Duitse onderzeebootvloot ondervindt zijn eerste tegenslagen .;ont connu;Les sous-marins allemands ont connu leurs premiers revers .
15113;ott;target;yes;yes;Jatten;;;;verbprespl;;;;jatten;;;;;Jatten een auto van zo ' n homo met z ' n wijf .;a volé;On a volé une voiture à ce couple .
15114;ovt;target;yes;yes;had;;;;verbpastsg;;;;hebben;;;;;Hij had dit wapen bij zich .;a trouvé;On a trouvé cette arme sur lui .
15115;vtt;target;yes;yes;heeft;gezorgd;;;verbpressg;verbpapa;;;hebben;zorgen;;;;Voor hun zielen heeft God al gezorgd .;a sauvé;Ces gens là , Dieu a sauvé leurs âmes .
15116;other;target;yes;yes;heeft;ontdekt;;;verbpressg;verbpressg;;;hebben;ontdekken;;;;De U-32 heeft ' n konvooi ontdekt .;a repéré;U-32 a repéré le convoi anglais .
15117;vtt;target;yes;yes;zijn;ontstaan;;;verbprespl;verbpapa;;;zijn;ontstaan;;;;Vanaf gisteravond zijn er rellen ontstaan in heel Brabant .;a débuté;Hier soir a débuté une série d' émeutes , dans toute la région de Brabant .
15118;ott;target;yes;yes;Hoor;;;;verbpressg;;;;horen;;;;;Hoor je me ?;as entendu;Tu m' as entendu ?
15119;ovt;target;yes;yes;zei;;;;verbpastsg;;;;zeggen;;;;;- lk zei toch ...;ai-je dit;- Ne vous l' ai-je pas déjà dit ?
15120;other;target;yes;yes;heb;getjoept;;;verbpressg;adj;;;hebben;getjoept;;;;Ik heb hem getjoept jonguh in zijn nek .;ai frappé;Je l' ai frappé dans le cou .
15121;other;target;yes;yes;zeide;;;;nounsg;;;;zeide;;;;;- Wa zeide gij ?;as dit;- Qu' est ce t' as dit ?
15122;ott;target;yes;yes;houden;;;;verbprespl;;;;houden;;;;;De goden houden ons met ' n schep zand tegen .;a lancé;Dieu Tout Puissant a lancé sous la quille une pelletée de sable .
15123;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Om daar voor te zorgen , heb ik wat gereedschap bij me .;a apporté;Mais pour que tu parles , on a apporté quelques outils .
15125;other;target;yes;yes;Ontgroend;;;;verbpapa;;;;ontgroenen;;;;;- Ontgroend , bedoel je .;ont initié;- Ils vous ont ... initié ?
15126;other;target;yes;yes;hebben;gevangen;;;verbprespl;adj;;;hebben;gevangen;;;;Ze hebben er een levend gevangen .;ont pris;Ils en ont pris un vivant .
15127;vtt;target;yes;yes;Heb;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;Heb je dat gezien ?;as remarqué;T' as remarqué ?
15128;other;target;yes;yes;hebt;vermoord;;;verbpressg;verbpressg;;;hebben;vermoorden;;;;Je hebt hem vermoord .;avez tué;Vous l' avez tué , vous l' avez tué !
15130;vtt;target;yes;yes;heb;gedacht;;;verbpressg;verbpapa;;;hebben;denken|gedenken;;;;Dat heb je altijd gedacht .;avez pensé;C' est ce que vous avez toujours pensé .
15132;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Mijn zuster is nog niet dood .;est morte;Ma soeur n' est pas encore morte .
15133;other;target;yes;yes;hadde;GEDROOMD;;;nounsg;adj;;;hadde;GEDROOMD;;;;Da hadde gij GEDROOMD , homo .;as rêvé;T' as rêvé , homo !
15135;vtt;target;yes;yes;heb;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;"Uit betrouwbare bron heb ik vernomen dat het geen fout van België is .
Maar om een mislukte aanslag op het dorp Maaskantje door de Nederlandse regering .
Dit alles om vijf onschuldige jongens uit te schakelen .";ai entendu;J' ai entendu dire à partir de sources fiables , que cela n' a pas été causé par une erreur technique Mais par un attentat manqué sur Maaskantje , commandé par le gouvernement néerlandais ... ... Pour tuer cinq gars .
15137;vtt;target;yes;yes;heeft;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Wat heeft u met ' m gedaan ?;avez fait;Mon Dieu , que lui avez vous fait ?
15138;ott;target;yes;yes;beginnen;;;;verbprespl;;;;beginnen;;;;;Na erupties van geweld in het zuiden des lands beginnen de rellen zich nu zelfs buiten Brabant voor te doen .;ont eu;Depuis le début des émeutes dans le Sud plusieurs cas de violence ont eu lieu dans d' autres régions .
15139;vtt;target;yes;yes;heeft;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;- Zijne Majesteit heeft vernomen ...;a eu;Il a eu aussi ouÏ-dire ...
